Closing Date,City,SP,SqFt,Sale $/SqFt,Age
8/23/2016,PLEASANTON,"$1,075,000 ",2260,$476 ,28
6/30/2016,PLEASANTON,"$1,050,000 ",2176,$483 ,59
8/17/2016,PLEASANTON,"$1,050,000 ",1993,$527 ,40
11/22/2016,PLEASANTON,"$1,050,000 ",2124,$494 ,45
11/18/2016,PLEASANTON,"$1,060,000 ",2050,$517 ,43
3/2/2016,PLEASANTON,"$1,045,000 ",2576,$406 ,46
5/31/2016,PLEASANTON,"$1,120,000 ",2258,$496 ,29
11/15/2016,PLEASANTON,"$1,049,000 ",2250,$466 ,45
10/27/2016,PLEASANTON,"$1,040,000 ",2673,$389 ,39
10/6/2016,PLEASANTON,"$1,017,500 ",2320,$439 ,46
5/25/2016,PLEASANTON,"$1,130,000 ",2337,$484 ,41
1/20/2016,PLEASANTON,"$1,075,000 ",2047,$525 ,51
8/26/2016,PLEASANTON,"$1,070,000 ",2286,$468 ,50
6/21/2016,PLEASANTON,"$1,080,000 ",1928,$560 ,41
8/10/2016,PLEASANTON,"$1,060,000 ",1978,$536 ,41
6/2/2016,PLEASANTON,"$1,050,000 ",2158,$487 ,45
12/9/2016,PLEASANTON,"$1,039,500 ",2317,$449 ,30
6/7/2016,PLEASANTON,"$1,102,000 ",1894,$582 ,49
5/10/2016,PLEASANTON,"$1,055,000 ",1894,$557 ,48
11/18/2016,PLEASANTON,"$1,030,000 ",2378,$433 ,46
7/19/2016,PLEASANTON,"$1,060,000 ",1994,$532 ,30
4/19/2016,PLEASANTON,"$1,092,227 ",,"$546,114 ",48
5/19/2016,PLEASANTON,"$1,112,000 ",2167,$513 ,50
6/24/2016,PLEASANTON,"$1,175,000 ",2087,$563 ,48
12/20/2016,PLEASANTON,"$1,100,000 ",2682,$410 ,47
5/13/2016,PLEASANTON,"$1,160,000 ",2131,$544 ,20
5/10/2016,PLEASANTON,"$1,151,000 ",1932,$596 ,45
6/30/2016,PLEASANTON,"$1,115,000 ",2298,$485 ,46
7/13/2016,PLEASANTON,"$1,079,000 ",1855,$582 ,49
11/21/2016,PLEASANTON,"$1,090,000 ",2235,$488 ,48
10/14/2016,PLEASANTON,"$1,085,000 ",2150,$505 ,38
11/18/2016,PLEASANTON,"$1,082,000 ",2058,$526 ,60
6/23/2016,PLEASANTON,"$1,157,500 ",2088,$554 ,45
8/26/2016,PLEASANTON,"$1,055,000 ",2356,$448 ,41
2/26/2016,PLEASANTON,"$1,140,000 ",2208,$516 ,39
8/22/2016,PLEASANTON,"$1,120,000 ",2194,$510 ,38
8/23/2016,PLEASANTON,"$1,040,000 ",2369,$439 ,39
7/22/2016,PLEASANTON,"$1,150,000 ",2321,$495 ,19
5/10/2016,PLEASANTON,"$1,094,000 ",2221,$493 ,30
9/1/2016,PLEASANTON,"$1,105,000 ",2444,$452 ,41
5/27/2016,PLEASANTON,"$1,148,000 ",2054,$559 ,31
7/1/2016,PLEASANTON,"$1,095,000 ",2604,$421 ,49
2/19/2016,PLEASANTON,"$1,100,000 ",2219,$496 ,44
8/8/2016,PLEASANTON,"$1,155,000 ",3200,$361 ,48
3/1/2016,PLEASANTON,"$1,025,000 ",1375,$745 ,126
3/24/2016,PLEASANTON,"$1,200,000 ",2498,$480 ,50
11/10/2016,PLEASANTON,"$1,200,000 ",2368,$507 ,59
4/21/2016,PLEASANTON,"$1,158,000 ",2206,$525 ,45
1/29/2016,PLEASANTON,"$1,151,000 ",2493,$462 ,22
11/23/2016,PLEASANTON,"$1,093,625 ",2493,$439 ,26
10/28/2016,PLEASANTON,"$1,008,000 ",2630,$383 ,47
7/14/2016,PLEASANTON,"$1,060,000 ",1894,$560 ,49
4/15/2016,PLEASANTON,"$1,130,000 ",2210,$511 ,44
8/19/2016,PLEASANTON,"$975,000 ",1888,$516 ,53
6/30/2016,PLEASANTON,"$1,110,000 ",2225,$499 ,45
11/9/2016,PLEASANTON,"$1,150,000 ",2020,$569 ,32
11/15/2016,PLEASANTON,"$1,118,500 ",2844,$393 ,0
7/21/2016,PLEASANTON,"$1,205,000 ",1910,$631 ,4
12/14/2016,PLEASANTON,"$1,150,000 ",2106,$546 ,40
5/6/2016,PLEASANTON,"$1,100,000 ",2392,$460 ,36
9/29/2016,PLEASANTON,"$1,096,000 ",2372,$462 ,46
11/18/2016,PLEASANTON,"$1,150,000 ",2054,$560 ,31
5/27/2016,PLEASANTON,"$1,170,000 ",2329,$502 ,20
5/10/2016,PLEASANTON,"$1,145,000 ",2311,$495 ,36
6/24/2016,PLEASANTON,"$1,150,000 ",2212,$520 ,30
12/1/2016,PLEASANTON,"$1,026,465 ",2186,$470 ,49
7/25/2016,PLEASANTON,"$1,160,000 ",2183,$531 ,55
6/14/2016,PLEASANTON,"$1,135,000 ",2054,$553 ,31
6/27/2016,PLEASANTON,"$1,155,000 ",2042,$566 ,32
1/5/2016,PLEASANTON,"$1,145,000 ",2156,$531 ,50
3/18/2016,PLEASANTON,"$1,150,000 ",2469,$466 ,45
6/16/2016,PLEASANTON,"$1,104,500 ",2378,$464 ,46
6/21/2016,PLEASANTON,"$1,200,000 ",2579,$465 ,27
5/5/2016,PLEASANTON,"$1,150,000 ",1912,$601 ,48
4/4/2016,PLEASANTON,"$1,205,000 ",2239,$538 ,30
9/16/2016,PLEASANTON,"$1,115,000 ",2350,$474 ,39
5/19/2016,PLEASANTON,"$1,200,000 ",2673,$449 ,27
11/11/2016,PLEASANTON,"$1,138,000 ",2315,$492 ,47
5/4/2016,PLEASANTON,"$1,240,000 ",2012,$616 ,52
9/30/2016,PLEASANTON,"$1,117,350 ",2356,$474 ,41
7/7/2016,PLEASANTON,"$1,150,000 ",2639,$436 ,43
7/7/2016,PLEASANTON,"$1,157,000 ",2302,$503 ,29
8/30/2016,PLEASANTON,"$1,210,000 ",3161,$383 ,31
7/7/2016,PLEASANTON,"$1,170,000 ",2532,$462 ,12
10/21/2016,PLEASANTON,"$1,162,500 ",3105,$374 ,0
8/19/2016,PLEASANTON,"$1,164,000 ",1991,$585 ,72
11/10/2016,PLEASANTON,"$1,145,000 ",1730,$662 ,49
9/30/2016,PLEASANTON,"$1,130,000 ",1661,$680 ,60
2/11/2016,PLEASANTON,"$1,074,000 ",2235,$481 ,48
11/4/2016,PLEASANTON,"$1,155,888 ",2159,$535 ,19
5/26/2016,PLEASANTON,"$1,285,000 ",2242,$573 ,50
5/25/2016,PLEASANTON,"$1,190,000 ",2162,$550 ,10
7/12/2016,PLEASANTON,"$1,200,000 ",2278,$527 ,35
8/12/2016,PLEASANTON,"$1,162,500 ",2536,$458 ,32
2/5/2016,PLEASANTON,"$1,178,800 ",2788,$423 ,28
12/19/2016,PLEASANTON,"$1,010,000 ",2174,$465 ,58
7/7/2016,PLEASANTON,"$1,205,000 ",2351,$513 ,30
7/7/2016,PLEASANTON,"$1,180,000 ",2158,$547 ,30
10/5/2016,PLEASANTON,"$1,195,000 ",2156,$554 ,43
9/7/2016,PLEASANTON,"$1,199,000 ",2349,$510 ,49
5/20/2016,PLEASANTON,"$1,200,000 ",2372,$506 ,46
5/27/2016,PLEASANTON,"$1,180,000 ",3480,$339 ,49
3/4/2016,PLEASANTON,"$1,310,000 ",3218,$407 ,31
12/6/2016,PLEASANTON,"$1,199,000 ",3162,$379 ,2
12/21/2016,PLEASANTON,"$1,230,000 ",2329,$528 ,29
9/23/2016,PLEASANTON,"$1,176,000 ",,,86
10/21/2016,PLEASANTON,"$1,205,000 ",1910,$631 ,4
7/8/2016,PLEASANTON,"$1,252,000 ",2717,$461 ,27
6/28/2016,PLEASANTON,"$1,215,000 ",2172,$559 ,44
11/23/2016,PLEASANTON,"$1,230,000 ",2590,$475 ,19
8/10/2016,PLEASANTON,"$1,308,438 ",3800,$344 ,39
5/24/2016,PLEASANTON,"$1,275,000 ",2492,$512 ,20
7/5/2016,PLEASANTON,"$1,270,000 ",2798,$454 ,28
10/26/2016,PLEASANTON,"$1,265,000 ",2182,$580 ,59
9/1/2016,PLEASANTON,"$1,242,000 ",2815,$441 ,29
10/19/2016,PLEASANTON,"$1,269,000 ",2587,$491 ,27
6/10/2016,PLEASANTON,"$1,207,500 ",2500,$483 ,39
8/5/2016,PLEASANTON,"$1,240,000 ",2582,$480 ,29
10/21/2016,PLEASANTON,"$1,242,000 ",2538,$489 ,50
3/1/2016,PLEASANTON,"$1,275,000 ",2900,$440 ,42
7/6/2016,PLEASANTON,"$1,140,000 ",2010,$567 ,1
3/21/2016,PLEASANTON,"$1,303,000 ",3066,$425 ,28
5/9/2016,PLEASANTON,"$1,263,625 ",2928,$432 ,5
4/15/2016,PLEASANTON,"$1,390,000 ",2830,$491 ,30
7/1/2016,PLEASANTON,"$1,300,000 ",2005,$648 ,126
7/22/2016,PLEASANTON,"$1,278,000 ",3180,$402 ,30
8/26/2016,PLEASANTON,"$1,275,000 ",2637,$484 ,26
3/25/2016,PLEASANTON,"$1,275,000 ",3058,$417 ,40
8/25/2016,PLEASANTON,"$1,312,200 ",2988,$439 ,14
5/6/2016,PLEASANTON,"$1,291,000 ",2954,$437 ,49
3/18/2016,PLEASANTON,"$1,300,000 ",3102,$419 ,67
7/22/2016,PLEASANTON,"$1,376,000 ",2750,$500 ,21
6/29/2016,PLEASANTON,"$1,280,000 ",3525,$363 ,49
4/29/2016,PLEASANTON,"$1,351,000 ",2536,$533 ,29
3/11/2016,PLEASANTON,"$1,426,000 ",2813,$507 ,29
6/28/2016,PLEASANTON,"$1,364,500 ",3512,$389 ,2
4/29/2016,PLEASANTON,"$1,338,000 ",3106,$431 ,55
3/4/2016,PLEASANTON,"$1,425,000 ",3315,$430 ,47
3/22/2016,PLEASANTON,"$1,387,500 ",3673,$378 ,0
12/9/2016,PLEASANTON,"$1,365,000 ",3027,$451 ,27
2/1/2016,PLEASANTON,"$1,390,900 ",3673,$379 ,1
6/9/2016,PLEASANTON,"$1,425,000 ",3179,$448 ,28
7/25/2016,PLEASANTON,"$1,380,000 ",3016,$458 ,27
6/30/2016,PLEASANTON,"$1,398,000 ",2680,$522 ,22
1/20/2016,PLEASANTON,"$1,300,000 ",2694,$483 ,116
5/20/2016,PLEASANTON,"$1,410,000 ",2788,$506 ,26
4/1/2016,PLEASANTON,"$1,433,000 ",2624,$546 ,26
12/2/2016,PLEASANTON,"$1,325,000 ",3760,$352 ,14
5/31/2016,PLEASANTON,"$1,475,000 ",2585,$571 ,33
11/8/2016,PLEASANTON,"$1,415,000 ",3000,$472 ,27
9/26/2016,PLEASANTON,"$1,445,000 ",2680,$539 ,21
4/29/2016,PLEASANTON,"$1,425,000 ",2450,$582 ,51
1/5/2016,PLEASANTON,"$1,450,000 ",3369,$430 ,26
8/23/2016,PLEASANTON,"$1,450,000 ",3440,$422 ,20
10/7/2016,PLEASANTON,"$1,460,000 ",2627,$556 ,17
3/28/2016,PLEASANTON,"$1,498,000 ",3067,$488 ,10
8/3/2016,PLEASANTON,"$1,539,000 ",2746,$560 ,10
7/29/2016,PLEASANTON,"$1,420,000 ",3023,$470 ,22
4/1/2016,PLEASANTON,"$1,430,000 ",3023,$473 ,21
12/2/2016,PLEASANTON,"$1,424,950 ",3495,$408 ,12
5/20/2016,PLEASANTON,"$1,490,000 ",3121,$477 ,14
12/21/2016,PLEASANTON,"$1,457,000 ",2627,$555 ,18
4/20/2016,PLEASANTON,"$1,460,000 ",2296,$636 ,22
7/8/2016,PLEASANTON,"$1,540,000 ",3067,$502 ,11
12/1/2016,PLEASANTON,"$1,360,000 ",3195,$426 ,36
11/23/2016,PLEASANTON,"$1,350,000 ",3911,$345 ,42
6/10/2016,PLEASANTON,"$1,502,000 ",3428,$438 ,25
3/18/2016,PLEASANTON,"$1,500,000 ",3190,$470 ,25
4/13/2016,PLEASANTON,"$1,475,000 ",3062,$482 ,44
10/4/2016,PLEASANTON,"$1,475,000 ",3259,$453 ,36
10/14/2016,PLEASANTON,"$1,615,000 ",2896,$558 ,27
10/18/2016,PLEASANTON,"$1,520,000 ",3303,$460 ,19
2/3/2016,PLEASANTON,"$1,450,000 ",3318,$437 ,37
9/2/2016,PLEASANTON,"$1,500,000 ",,,45
3/29/2016,PLEASANTON,"$1,500,000 ",2700,$556 ,19
9/23/2016,PLEASANTON,"$1,488,000 ",3429,$434 ,13
10/5/2016,PLEASANTON,"$1,535,000 ",3480,$441 ,13
5/7/2016,PLEASANTON,"$1,685,000 ",3287,$513 ,29
5/31/2016,PLEASANTON,"$1,515,000 ",2645,$573 ,18
12/5/2016,PLEASANTON,"$1,550,000 ",3512,$441 ,1
4/28/2016,PLEASANTON,"$1,577,000 ",3246,$486 ,13
10/3/2016,PLEASANTON,"$1,600,000 ",3259,$491 ,33
7/18/2016,PLEASANTON,"$1,580,000 ",3424,$461 ,57
4/26/2016,PLEASANTON,"$1,550,000 ",3609,$429 ,19
8/4/2016,PLEASANTON,"$1,580,000 ",3722,$425 ,12
7/22/2016,PLEASANTON,"$1,550,000 ",3450,$449 ,19
7/1/2016,PLEASANTON,"$1,550,000 ",3650,$425 ,18
4/29/2016,PLEASANTON,"$1,600,000 ",3172,$504 ,36
9/7/2016,PLEASANTON,"$1,599,000 ",3252,$492 ,19
11/8/2016,PLEASANTON,"$1,555,500 ",3980,$391 ,28
1/14/2016,PLEASANTON,"$1,600,000 ",4000,$400 ,11
10/11/2016,PLEASANTON,"$1,635,000 ",3447,$474 ,19
7/5/2016,PLEASANTON,"$1,655,000 ",3569,$464 ,33
6/23/2016,PLEASANTON,"$1,675,000 ",3107,$539 ,27
1/27/2016,PLEASANTON,"$1,662,500 ",3409,$488 ,19
4/29/2016,PLEASANTON,"$1,676,000 ",3356,$499 ,28
9/21/2016,PLEASANTON,"$1,655,000 ",3716,$445 ,24
8/4/2016,PLEASANTON,"$1,800,000 ",3418,$527 ,25
9/14/2016,PLEASANTON,"$1,680,000 ",3400,$494 ,19
6/9/2016,PLEASANTON,"$1,690,000 ",3420,$494 ,1
2/18/2016,PLEASANTON,"$1,717,739 ",3420,$502 ,0
3/18/2016,PLEASANTON,"$1,725,000 ",3387,$509 ,18
4/19/2016,PLEASANTON,"$1,715,000 ",3911,$439 ,26
6/21/2016,PLEASANTON,"$1,730,000 ",3851,$449 ,18
12/21/2016,PLEASANTON,"$1,685,000 ",4256,$396 ,58
6/16/2016,PLEASANTON,"$1,781,000 ",4103,$434 ,11
6/24/2016,PLEASANTON,"$1,925,000 ",3446,$559 ,16
4/20/2016,PLEASANTON,"$1,815,000 ",4055,$448 ,16
10/11/2016,PLEASANTON,"$1,727,500 ",3660,$472 ,16
1/26/2016,PLEASANTON,"$1,700,000 ",3990,$426 ,16
12/15/2016,PLEASANTON,"$1,792,321 ",3837,$467 ,1
9/26/2016,PLEASANTON,"$1,757,500 ",3817,$460 ,19
4/22/2016,PLEASANTON,"$1,775,000 ",3424,$518 ,17
8/12/2016,PLEASANTON,"$1,837,000 ",3892,$472 ,9
6/7/2016,PLEASANTON,"$1,815,000 ",3892,$466 ,9
11/17/2016,PLEASANTON,"$1,760,000 ",3869,$455 ,16
3/7/2016,PLEASANTON,"$1,830,000 ",3451,$530 ,21
12/13/2016,PLEASANTON,"$1,825,000 ",3280,$556 ,21
5/18/2016,PLEASANTON,"$1,880,000 ",4155,$452 ,21
3/9/2016,PLEASANTON,"$1,930,000 ",3606,$535 ,7
7/13/2016,PLEASANTON,"$1,895,300 ",3533,$536 ,4
5/31/2016,PLEASANTON,"$1,850,000 ",3938,$470 ,28
4/22/2016,PLEASANTON,"$1,875,000 ",3644,$515 ,19
9/9/2016,PLEASANTON,"$1,865,000 ",3892,$479 ,9
11/8/2016,PLEASANTON,"$1,850,000 ",4656,$397 ,18
9/21/2016,PLEASANTON,"$1,890,000 ",3220,$587 ,16
10/10/2016,PLEASANTON,"$1,925,000 ",4567,$422 ,18
3/22/2016,PLEASANTON,"$1,885,000 ",3679,$512 ,1
11/10/2016,PLEASANTON,"$1,885,000 ",3989,$473 ,12
10/28/2016,PLEASANTON,"$1,900,000 ",3958,$480 ,28
11/18/2016,PLEASANTON,"$1,915,000 ",4393,$436 ,14
1/15/2016,PLEASANTON,"$2,000,000 ",4031,$496 ,19
10/11/2016,PLEASANTON,"$2,025,000 ",3470,$584 ,26
8/23/2016,PLEASANTON,"$1,990,000 ",4668,$426 ,31
10/28/2016,PLEASANTON,"$1,950,000 ",3975,$491 ,18
12/7/2016,PLEASANTON,"$1,937,000 ",4035,$480 ,9
7/28/2016,PLEASANTON,"$1,999,000 ",4281,$467 ,25
10/10/2016,PLEASANTON,"$2,000,000 ",3715,$538 ,2
5/16/2016,PLEASANTON,"$2,000,000 ",4434,$451 ,15
5/17/2016,PLEASANTON,"$2,000,000 ",3100,$645 ,39
4/22/2016,PLEASANTON,"$2,100,000 ",4792,$438 ,11
8/19/2016,PLEASANTON,"$2,075,000 ",4606,$450 ,11
5/26/2016,PLEASANTON,"$2,088,000 ",5329,$392 ,10
3/11/2016,PLEASANTON,"$2,070,000 ",4455,$465 ,16
12/27/2016,PLEASANTON,"$2,000,000 ",4737,$422 ,9
7/28/2016,PLEASANTON,"$2,150,000 ",4337,$496 ,18
5/27/2016,PLEASANTON,"$2,150,000 ",5096,$422 ,11
7/21/2016,PLEASANTON,"$2,050,000 ",4478,$458 ,9
9/26/2016,PLEASANTON,"$2,040,000 ",6261,$326 ,20
8/22/2016,PLEASANTON,"$2,120,000 ",4598,$461 ,18
12/6/2016,PLEASANTON,"$2,140,000 ",4774,$448 ,27
11/10/2016,PLEASANTON,"$2,100,000 ",4631,$453 ,26
2/21/2016,PLEASANTON,"$2,210,000 ",4541,$487 ,17
6/7/2016,PLEASANTON,"$2,200,000 ",4146,$531 ,18
11/29/2016,PLEASANTON,"$2,190,000 ",4438,$493 ,20
5/16/2016,PLEASANTON,"$2,220,000 ",4755,$467 ,9
3/25/2016,PLEASANTON,"$2,150,000 ",5329,$403 ,13
12/19/2016,PLEASANTON,"$2,180,000 ",4600,$474 ,17
1/22/2016,PLEASANTON,"$2,100,000 ",4771,$440 ,18
1/11/2016,PLEASANTON,"$2,250,000 ",4498,$500 ,16
7/7/2016,PLEASANTON,"$2,300,000 ",4777,$481 ,22
4/1/2016,PLEASANTON,"$2,200,000 ",5208,$422 ,16
10/31/2016,PLEASANTON,"$2,360,000 ",5437,$434 ,14
3/16/2016,PLEASANTON,"$2,425,000 ",5665,$428 ,21
10/5/2016,PLEASANTON,"$2,390,000 ",5808,$412 ,15
5/31/2016,PLEASANTON,"$2,450,000 ",4992,$491 ,16
5/9/2016,PLEASANTON,"$2,495,000 ",4855,$514 ,14
4/27/2016,PLEASANTON,"$2,550,000 ",6105,$418 ,16
7/26/2016,PLEASANTON,"$2,250,000 ",5247,$429 ,14
5/12/2016,PLEASANTON,"$2,582,000 ",5800,$445 ,17
3/22/2016,PLEASANTON,"$2,555,000 ",5524,$463 ,7
10/10/2016,PLEASANTON,"$2,525,000 ",5582,$452 ,18
5/6/2016,PLEASANTON,"$2,400,000 ",6043,$397 ,16
3/18/2016,PLEASANTON,"$2,400,000 ",5286,$454 ,20
12/2/2016,PLEASANTON,"$2,600,000 ",5898,$441 ,11
6/20/2016,PLEASANTON,"$2,625,000 ",5411,$485 ,17
11/18/2016,PLEASANTON,"$2,516,800 ",6070,$415 ,20
3/22/2016,PLEASANTON,"$2,659,000 ",5914,$450 ,23
5/18/2016,PLEASANTON,"$2,975,000 ",5495,$541 ,16
11/22/2016,PLEASANTON,"$2,750,000 ",5799,$474 ,15
8/11/2016,PLEASANTON,"$2,850,000 ",6200,$460 ,15
6/23/2016,PLEASANTON,"$2,700,000 ",6724,$402 ,15
4/18/2016,PLEASANTON,"$2,900,000 ",5927,$489 ,11
6/8/2016,PLEASANTON,"$2,895,000 ",4803,$603 ,39
4/29/2016,PLEASANTON,"$2,500,000 ",6079,$411 ,17
6/28/2016,PLEASANTON,"$2,750,000 ",5255,$523 ,12
4/22/2016,PLEASANTON,"$2,750,000 ",8100,$340 ,14
5/27/2016,PLEASANTON,"$2,990,000 ",5911,$506 ,19
6/16/2016,PLEASANTON,"$2,925,000 ",6350,$461 ,14
5/13/2016,PLEASANTON,"$2,950,000 ",6451,$457 ,20
1/11/2016,PLEASANTON,"$3,089,500 ",6828,$452 ,9
3/31/2016,PLEASANTON,"$3,024,000 ",7053,$429 ,11
6/17/2016,PLEASANTON,"$3,250,000 ",7359,$442 ,9
12/27/2016,PLEASANTON,"$3,300,000 ",6012,$549 ,5
8/31/2016,PLEASANTON,"$3,570,000 ",6428,$555 ,27
5/20/2016,PLEASANTON,"$3,450,000 ",6719,$513 ,17
6/14/2016,PLEASANTON,"$3,500,000 ",6760,$518 ,19
11/29/2016,PLEASANTON,"$3,525,000 ",8355,$422 ,10
11/4/2016,PLEASANTON,"$3,730,000 ",8300,$449 ,13
4/29/2016,PLEASANTON,"$718,214 ",1372,$523 ,45
6/21/2016,PLEASANTON,"$915,000 ",2319,$395 ,46
11/10/2016,PLEASANTON,"$1,620,000 ",3932,$412 ,50
11/14/2016,PLEASANTON,"$1,660,000 ",4298,$386 ,12
5/3/2016,PLEASANTON,"$1,825,000 ",4108,$444 ,12
3/15/2016,PLEASANTON,"$2,475,000 ",8931,$277 ,39
2/11/2016,PLEASANTON,"$725,000 ",1311,$553 ,45
2/19/2016,PLEASANTON,"$805,000 ",1978,$407 ,41
7/22/2016,PLEASANTON,"$1,115,000 ",3773,$296 ,20
10/21/2016,PLEASANTON,"$695,000 ",1170,,116
1/4/2016,PLEASANTON,"$734,000 ",1241,,30
6/15/2016,PLEASANTON,"$764,000 ",1739,,47
11/18/2016,PLEASANTON,"$780,000 ",1372,,41
5/20/2016,PLEASANTON,"$790,000 ",1592,,32
10/28/2016,PLEASANTON,"$905,000 ",1945,,17
6/24/2016,PLEASANTON,"$1,020,000 ",1852,,51
5/20/2016,PLEASANTON,"$1,060,000 ",2380,,28
5/31/2016,PLEASANTON,"$1,120,000 ",2258,,29
5/10/2016,PLEASANTON,"$1,055,000 ",1894,,48
5/19/2016,PLEASANTON,"$1,200,000 ",2673,,27
5/25/2016,PLEASANTON,"$1,190,000 ",2162,,10
7/29/2016,PLEASANTON,"$1,420,000 ",3023,,22
10/4/2016,PLEASANTON,"$1,475,000 ",3259,,36
8/4/2016,PLEASANTON,"$1,580,000 ",3722,,12
4/19/2016,PLEASANTON,"$1,815,000 ",4055,,16
12/7/2016,PLEASANTON,"$1,937,000 ",4035,,9
5/31/2016,PLEASANTON,"$2,088,000 ",5329,,10
12/27/2016,PLEASANTON,"$2,000,000 ",4737,,9
5/27/2016,PLEASANTON,"$2,150,000 ",5096,,11
6/17/2016,PLEASANTON,"$3,250,000 ",7359,,9
5/2/2016,SAN RAMON,"$520,000 ",1165,$446 ,53
6/30/2016,SAN RAMON,"$530,000 ",1165,$455 ,53
9/2/2016,SAN RAMON,"$545,000 ",1165,$468 ,53
10/6/2016,SAN RAMON,"$597,000 ",1165,$512 ,53
9/8/2016,SAN RAMON,"$555,500 ",1165,$477 ,53
12/28/2016,SAN RAMON,"$609,900 ",1165,$524 ,53
3/3/2016,SAN RAMON,"$633,000 ",1361,$465 ,45
1/28/2016,SAN RAMON,"$665,000 ",1310,$508 ,53
12/9/2016,SAN RAMON,"$720,000 ",1025,$702 ,45
9/30/2016,SAN RAMON,"$675,000 ",1777,$380 ,48
12/8/2016,SAN RAMON,"$705,000 ",1415,$498 ,38
5/18/2016,SAN RAMON,"$716,000 ",1479,$484 ,45
8/29/2016,SAN RAMON,"$699,850 ",1440,$486 ,27
6/6/2016,SAN RAMON,"$710,000 ",1795,$396 ,49
10/12/2016,SAN RAMON,"$665,000 ",1310,$508 ,38
2/16/2016,SAN RAMON,"$730,000 ",1153,$633 ,48
11/4/2016,SAN RAMON,"$708,000 ",1500,$472 ,38
9/23/2016,SAN RAMON,"$660,000 ",1383,$477 ,48
9/13/2016,SAN RAMON,"$720,000 ",1447,$498 ,45
8/25/2016,SAN RAMON,"$725,000 ",1439,$504 ,45
8/16/2016,SAN RAMON,"$748,500 ",1238,$605 ,45
8/31/2016,SAN RAMON,"$712,000 ",1353,$526 ,46
3/18/2016,SAN RAMON,"$740,000 ",1735,$427 ,10
9/29/2016,SAN RAMON,"$735,500 ",1524,$483 ,28
11/15/2016,SAN RAMON,"$735,000 ",1476,$498 ,21
7/15/2016,SAN RAMON,"$744,000 ",1713,$434 ,39
5/13/2016,SAN RAMON,"$851,000 ",1479,$575 ,39
1/8/2016,SAN RAMON,"$781,000 ",1382,$565 ,39
8/11/2016,SAN RAMON,"$777,500 ",1519,$512 ,40
4/29/2016,SAN RAMON,"$785,000 ",1979,$397 ,47
1/27/2016,SAN RAMON,"$801,366 ",1785,$449 ,47
4/4/2016,SAN RAMON,"$809,810 ",1520,$533 ,40
12/28/2016,SAN RAMON,"$745,000 ",1550,$481 ,40
7/30/2016,SAN RAMON,"$789,000 ",1181,$668 ,45
10/14/2016,SAN RAMON,"$810,000 ",1544,$525 ,45
6/15/2016,SAN RAMON,"$775,000 ",1488,$521 ,27
8/26/2016,SAN RAMON,"$750,000 ",1704,$440 ,38
12/30/2016,SAN RAMON,"$744,000 ",1435,$518 ,13
5/12/2016,SAN RAMON,"$730,000 ",1265,$577 ,3
9/5/2016,SAN RAMON,"$760,000 ",1753,$434 ,9
5/20/2016,SAN RAMON,"$823,000 ",1434,$574 ,40
3/23/2016,SAN RAMON,"$806,850 ",1324,$609 ,38
5/16/2016,SAN RAMON,"$835,000 ",1288,$648 ,49
6/24/2016,SAN RAMON,"$764,000 ",1711,$447 ,52
9/9/2016,SAN RAMON,"$780,000 ",1357,$575 ,45
11/28/2016,SAN RAMON,"$769,000 ",1753,$439 ,9
12/23/2016,SAN RAMON,"$755,000 ",,,45
10/28/2016,SAN RAMON,"$785,000 ",1361,$577 ,45
8/26/2016,SAN RAMON,"$775,000 ",1471,$527 ,20
11/3/2016,SAN RAMON,"$820,000 ",1411,$581 ,21
12/12/2016,SAN RAMON,"$765,000 ",1479,$517 ,45
7/22/2016,SAN RAMON,"$785,000 ",1812,$433 ,48
12/23/2016,SAN RAMON,"$775,000 ",1964,$395 ,26
3/13/2016,SAN RAMON,"$800,000 ",1324,$604 ,37
10/5/2016,SAN RAMON,"$765,000 ",1407,$544 ,47
4/19/2016,SAN RAMON,"$820,000 ",1962,$418 ,9
9/9/2016,SAN RAMON,"$806,000 ",1623,$497 ,12
5/20/2016,SAN RAMON,"$850,000 ",1565,$543 ,20
5/31/2016,SAN RAMON,"$800,000 ",1202,$666 ,51
7/5/2016,SAN RAMON,"$783,000 ",1436,$545 ,12
10/12/2016,SAN RAMON,"$787,000 ",1382,$569 ,45
9/2/2016,SAN RAMON,"$775,000 ",1528,$507 ,52
7/28/2016,SAN RAMON,"$820,000 ",1383,$593 ,48
7/15/2016,SAN RAMON,"$867,000 ",1445,$600 ,46
9/1/2016,SAN RAMON,"$785,000 ",1889,$416 ,48
2/17/2016,SAN RAMON,"$825,000 ",1491,$553 ,46
6/10/2016,SAN RAMON,"$832,500 ",1483,$561 ,47
9/16/2016,SAN RAMON,"$820,000 ",1544,$531 ,47
11/23/2016,SAN RAMON,"$821,000 ",1962,$418 ,9
12/1/2016,SAN RAMON,"$847,000 ",1708,$496 ,34
12/23/2016,SAN RAMON,"$850,000 ",1665,$511 ,35
3/11/2016,SAN RAMON,"$840,000 ",1623,$518 ,11
12/6/2016,SAN RAMON,"$804,000 ",2438,$330 ,76
2/12/2016,SAN RAMON,"$785,000 ",1715,$458 ,27
4/29/2016,SAN RAMON,"$865,000 ",1382,$626 ,40
1/8/2016,SAN RAMON,"$815,000 ",1587,$514 ,37
8/10/2016,SAN RAMON,"$800,000 ",1606,$498 ,11
9/29/2016,SAN RAMON,"$800,000 ",1606,$498 ,11
