Closing Date,City,SP,SqFt,Sale $/SqFt,Age
12/1/2016,FREMONT,"$840,000 ",1476,$569 ,43
7/29/2016,FREMONT,"$880,000 ",1481,$594 ,28
9/9/2016,FREMONT,"$910,000 ",2093,$435 ,3
10/7/2016,FREMONT,"$860,000 ",1551,$554 ,54
3/18/2016,FREMONT,"$882,500 ",1487,$593 ,45
12/27/2016,FREMONT,"$910,000 ",1791,$508 ,9
9/29/2016,FREMONT,"$860,000 ",1390,$619 ,45
4/29/2016,FREMONT,"$860,000 ",1732,$497 ,49
12/7/2016,FREMONT,"$890,000 ",2095,$425 ,2
6/8/2016,FREMONT,"$1,005,000 ",1564,$643 ,55
9/27/2016,FREMONT,"$921,000 ",1372,$671 ,35
9/29/2016,FREMONT,"$955,000 ",1207,$791 ,47
8/19/2016,FREMONT,"$935,000 ",1467,$637 ,41
9/9/2016,FREMONT,"$875,000 ",1375,$636 ,38
11/3/2016,FREMONT,"$865,000 ",1372,$630 ,44
11/13/2016,FREMONT,"$850,000 ",1555,$547 ,55
4/19/2016,FREMONT,"$969,000 ",1530,$633 ,52
3/18/2016,FREMONT,"$942,250 ",1652,$570 ,54
3/31/2016,FREMONT,"$875,000 ",1566,$559 ,61
5/23/2016,FREMONT,"$930,000 ",1503,$619 ,40
3/10/2016,FREMONT,"$980,000 ",1377,$712 ,8
1/15/2016,FREMONT,"$875,000 ",2473,$354 ,53
5/23/2016,FREMONT,"$945,000 ",1387,$681 ,60
7/25/2016,FREMONT,"$910,000 ",1256,$725 ,49
9/28/2016,FREMONT,"$870,000 ",2093,$416 ,3
9/7/2016,FREMONT,"$906,000 ",1118,$810 ,30
2/11/2016,FREMONT,"$1,010,000 ",1762,$573 ,39
7/27/2016,FREMONT,"$950,000 ",1785,$532 ,39
6/2/2016,FREMONT,"$900,000 ",1423,$632 ,29
9/22/2016,FREMONT,"$850,000 ",1814,$469 ,53
11/30/2016,FREMONT,"$870,000 ",1214,$717 ,62
6/28/2016,FREMONT,"$885,000 ",1118,$792 ,57
12/16/2016,FREMONT,"$877,500 ",1372,$640 ,45
10/10/2016,FREMONT,"$915,000 ",2003,$457 ,8
1/26/2016,FREMONT,"$875,000 ",1554,$563 ,53
10/19/2016,FREMONT,"$888,000 ",1582,$561 ,56
11/9/2016,FREMONT,"$872,000 ",1664,$524 ,28
4/13/2016,FREMONT,"$978,000 ",2276,$430 ,53
6/10/2016,FREMONT,"$1,010,000 ",1818,$556 ,43
9/26/2016,FREMONT,"$876,000 ",1910,$459 ,53
6/9/2016,FREMONT,"$920,000 ",1587,$580 ,50
3/30/2016,FREMONT,"$1,010,000 ",1708,$591 ,44
1/13/2016,FREMONT,"$848,000 ",,,36
10/25/2016,FREMONT,"$940,000 ",1390,$676 ,48
6/6/2016,FREMONT,"$965,061 ",1451,$665 ,38
5/27/2016,FREMONT,"$900,000 ",1499,$600 ,38
8/10/2016,FREMONT,"$915,000 ",1544,$593 ,53
12/8/2016,FREMONT,"$910,000 ",1368,$665 ,30
11/15/2016,FREMONT,"$890,000 ",1603,$555 ,36
12/13/2016,FREMONT,"$933,500 ",1638,$570 ,57
9/2/2016,FREMONT,"$899,000 ",,,29
11/21/2016,FREMONT,"$867,750 ",1812,$479 ,52
4/29/2016,FREMONT,"$785,000 ",1871,$420 ,40
12/14/2016,FREMONT,"$875,000 ",2423,$361 ,54
7/19/2016,FREMONT,"$928,888 ",1724,$539 ,62
11/4/2016,FREMONT,"$895,000 ",1219,$734 ,64
9/14/2016,FREMONT,"$910,011 ",1889,$482 ,53
2/26/2016,FREMONT,"$855,000 ",1714,$499 ,44
10/28/2016,FREMONT,"$850,000 ",1382,$615 ,44
12/8/2016,FREMONT,"$937,000 ",1344,$697 ,56
7/21/2016,FREMONT,"$1,000,000 ",1840,$543 ,51
9/23/2016,FREMONT,"$950,000 ",1466,$648 ,28
8/25/2016,FREMONT,"$920,000 ",1484,$620 ,51
8/14/2016,FREMONT,"$925,000 ",,,49
4/15/2016,FREMONT,"$951,000 ",1740,$547 ,19
7/19/2016,FREMONT,"$1,001,000 ",2326,$430 ,51
11/3/2016,FREMONT,"$970,000 ",1740,$557 ,54
1/8/2016,FREMONT,"$895,000 ",1740,$514 ,54
10/20/2016,FREMONT,"$980,000 ",1804,$543 ,56
11/17/2016,FREMONT,"$940,000 ",1515,$620 ,45
10/27/2016,FREMONT,"$865,000 ",1800,$481 ,57
1/7/2016,FREMONT,"$955,000 ",2629,$363 ,57
11/9/2016,FREMONT,"$899,000 ",1818,$494 ,38
7/7/2016,FREMONT,"$910,000 ",1312,$694 ,30
7/8/2016,FREMONT,"$875,000 ",1344,$651 ,56
2/16/2016,FREMONT,"$1,005,000 ",1564,$643 ,55
11/1/2016,FREMONT,"$924,000 ",1711,$540 ,53
11/7/2016,FREMONT,"$930,000 ",1569,$593 ,55
9/27/2016,FREMONT,"$850,000 ",1628,$522 ,51
7/27/2016,FREMONT,"$910,000 ",2093,$435 ,4
10/28/2016,FREMONT,"$900,000 ",1500,$600 ,77
6/17/2016,FREMONT,"$1,060,000 ",2135,$496 ,39
10/4/2016,FREMONT,"$883,000 ",1480,$597 ,44
4/15/2016,FREMONT,"$940,000 ",1453,$647 ,40
8/23/2016,FREMONT,"$855,000 ",1114,$768 ,20
10/25/2016,FREMONT,"$940,000 ",1387,$678 ,49
10/21/2016,FREMONT,"$915,000 ",1557,$588 ,52
7/8/2016,FREMONT,"$910,000 ",1699,$536 ,53
4/27/2016,FREMONT,"$903,000 ",1709,$528 ,53
5/11/2016,FREMONT,"$990,000 ",1764,$561 ,39
11/18/2016,FREMONT,"$930,000 ",1714,$543 ,46
12/6/2016,FREMONT,"$879,950 ",1664,$529 ,51
8/26/2016,FREMONT,"$960,000 ",1494,$643 ,46
5/12/2016,FREMONT,"$1,000,000 ",1531,$653 ,57
7/29/2016,FREMONT,"$915,000 ",1198,$764 ,57
8/25/2016,FREMONT,"$941,000 ",1770,$532 ,52
8/10/2016,FREMONT,"$900,000 ",1690,$533 ,57
10/12/2016,FREMONT,"$900,000 ",1462,$616 ,53
5/23/2016,FREMONT,"$923,000 ",1638,$563 ,28
7/1/2016,FREMONT,"$975,000 ",1484,$657 ,58
8/25/2016,FREMONT,"$880,000 ",2200,$400 ,52
5/24/2016,FREMONT,"$960,000 ",1710,$561 ,46
8/9/2016,FREMONT,"$945,000 ",1972,$479 ,54
1/29/2016,FREMONT,"$950,000 ",1474,$645 ,30
3/11/2016,FREMONT,"$922,000 ",1594,$578 ,51
5/3/2016,FREMONT,"$998,000 ",1526,$654 ,45
8/15/2016,FREMONT,"$935,000 ",1523,$614 ,45
11/30/2016,FREMONT,"$910,000 ",1573,$579 ,54
8/31/2016,FREMONT,"$905,253 ",1948,$465 ,50
7/15/2016,FREMONT,"$950,000 ",1734,$548 ,46
10/17/2016,FREMONT,"$900,000 ",1674,$538 ,50
11/10/2016,FREMONT,"$915,000 ",1633,$560 ,39
5/27/2016,FREMONT,"$909,000 ",1324,$687 ,28
6/24/2016,FREMONT,"$910,000 ",2093,$435 ,3
5/20/2016,FREMONT,"$925,000 ",1498,$617 ,57
6/10/2016,FREMONT,"$928,000 ",1251,$742 ,57
1/7/2016,FREMONT,"$971,000 ",1164,$834 ,52
11/3/2016,FREMONT,"$1,060,000 ",1523,$696 ,45
6/17/2016,FREMONT,"$948,000 ",1824,$520 ,28
8/18/2016,FREMONT,"$872,000 ",1480,$589 ,43
5/20/2016,FREMONT,"$900,000 ",1750,$514 ,40
10/14/2016,FREMONT,"$935,000 ",1476,$633 ,44
9/21/2016,FREMONT,"$925,000 ",1544,$599 ,55
3/17/2016,FREMONT,"$920,000 ",1214,$758 ,31
4/26/2016,FREMONT,"$975,000 ",1318,$740 ,56
10/25/2016,FREMONT,"$897,000 ",2405,$373 ,49
10/10/2016,FREMONT,"$909,000 ",1511,$602 ,57
12/14/2016,FREMONT,"$890,888 ",1782,$500 ,19
1/11/2016,FREMONT,"$925,000 ",1409,$656 ,9
7/20/2016,FREMONT,"$932,000 ",1884,$495 ,58
3/25/2016,FREMONT,"$929,000 ",1591,$584 ,54
5/6/2016,FREMONT,"$990,000 ",1592,$622 ,56
6/7/2016,FREMONT,"$998,000 ",1496,$667 ,31
6/30/2016,FREMONT,"$1,010,000 ",1800,$561 ,46
3/30/2016,FREMONT,"$910,033 ",1728,$527 ,1
11/4/2016,FREMONT,"$845,000 ",2025,$417 ,57
10/3/2016,FREMONT,"$925,000 ",1674,$553 ,42
9/9/2016,FREMONT,"$930,000 ",1466,$634 ,28
6/22/2016,FREMONT,"$960,000 ",1633,$588 ,40
7/15/2016,FREMONT,"$955,000 ",1860,$513 ,53
12/23/2016,FREMONT,"$1,017,000 ",1870,$544 ,107
5/23/2016,FREMONT,"$1,075,000 ",1660,$648 ,62
6/17/2016,FREMONT,"$960,000 ",1481,$648 ,28
1/14/2016,FREMONT,"$972,000 ",1368,$711 ,52
7/8/2016,FREMONT,"$975,000 ",,,51
1/8/2016,FREMONT,"$950,000 ",1700,$559 ,17
10/7/2016,FREMONT,"$928,600 ",1789,$519 ,27
5/27/2016,FREMONT,"$1,030,005 ",1564,$659 ,55
11/15/2016,FREMONT,"$940,000 ",1830,$514 ,43
5/25/2016,FREMONT,"$905,000 ",1318,$687 ,55
10/21/2016,FREMONT,"$915,000 ",1724,$531 ,23
4/2/2016,FREMONT,"$960,000 ",1797,$534 ,51
2/17/2016,FREMONT,"$970,000 ",1594,$609 ,58
12/30/2016,FREMONT,"$1,012,000 ",1889,$536 ,39
10/24/2016,FREMONT,"$942,000 ",1413,$667 ,51
7/20/2016,FREMONT,"$900,000 ",1800,$500 ,37
9/15/2016,FREMONT,"$926,000 ",1364,$679 ,46
7/1/2016,FREMONT,"$1,010,108 ",1760,$574 ,22
4/14/2016,FREMONT,"$1,000,000 ",1835,$545 ,60
5/4/2016,FREMONT,"$900,000 ",1506,$598 ,58
9/13/2016,FREMONT,"$957,000 ",1962,$488 ,54
8/30/2016,FREMONT,"$935,000 ",1310,$714 ,58
8/2/2016,FREMONT,"$935,000 ",1702,$549 ,51
5/16/2016,FREMONT,"$950,000 ",1826,$520 ,25
9/9/2016,FREMONT,"$928,000 ",1871,$496 ,39
11/15/2016,FREMONT,"$1,021,000 ",2005,$509 ,51
7/8/2016,FREMONT,"$925,000 ",2090,$443 ,57
11/18/2016,FREMONT,"$945,000 ",1564,$604 ,36
5/6/2016,FREMONT,"$962,000 ",1826,$527 ,24
9/8/2016,FREMONT,"$930,600 ",1550,$600 ,21
7/5/2016,FREMONT,"$958,000 ",1816,$528 ,57
1/28/2016,FREMONT,"$1,030,000 ",2244,$459 ,14
10/28/2016,FREMONT,"$930,000 ",1672,$556 ,61
9/12/2016,FREMONT,"$942,500 ",1546,$610 ,58
4/5/2016,FREMONT,"$1,035,000 ",1871,$553 ,40
3/15/2016,FREMONT,"$923,000 ",1900,$486 ,62
9/16/2016,FREMONT,"$940,000 ",2160,$435 ,51
12/9/2016,FREMONT,"$945,000 ",1523,$620 ,44
2/11/2016,FREMONT,"$1,000,000 ",1631,$613 ,57
6/22/2016,FREMONT,"$995,000 ",1387,$717 ,60
8/30/2016,FREMONT,"$935,000 ",1532,$610 ,54
5/19/2016,FREMONT,"$980,000 ",1724,$568 ,61
6/7/2016,FREMONT,"$1,010,000 ",1712,$590 ,36
5/31/2016,FREMONT,"$992,000 ",1914,$518 ,31
7/1/2016,FREMONT,"$961,000 ",1908,$504 ,56
5/31/2016,FREMONT,"$945,000 ",1547,$611 ,27
11/30/2016,FREMONT,"$880,000 ",1841,$478 ,37
4/26/2016,FREMONT,"$1,071,000 ",1805,$593 ,44
7/19/2016,FREMONT,"$948,888 ",1000,$949 ,66
9/7/2016,FREMONT,"$953,000 ",1298,$734 ,39
7/24/2016,FREMONT,"$950,000 ",1789,$531 ,27
3/21/2016,FREMONT,"$970,000 ",2097,$463 ,29
7/26/2016,FREMONT,"$965,000 ",1826,$528 ,24
1/15/2016,FREMONT,"$1,000,000 ",1604,$623 ,55
9/1/2016,FREMONT,"$956,000 ",1759,$543 ,28
2/18/2016,FREMONT,"$978,000 ",1166,$839 ,56
4/18/2016,FREMONT,"$980,000 ",1614,$607 ,22
4/28/2016,FREMONT,"$956,000 ",1118,$855 ,30
9/22/2016,FREMONT,"$1,030,000 ",1234,$835 ,54
4/26/2016,FREMONT,"$1,010,000 ",1696,$596 ,38
6/21/2016,FREMONT,"$1,005,000 ",1393,$721 ,27
9/28/2016,FREMONT,"$921,000 ",1538,$599 ,7
2/17/2016,FREMONT,"$1,075,000 ",2380,$452 ,16
10/24/2016,FREMONT,"$955,000 ",1969,$485 ,39
8/31/2016,FREMONT,"$998,000 ",1980,$504 ,19
5/5/2016,FREMONT,"$1,000,000 ",1164,$859 ,52
12/9/2016,FREMONT,"$970,000 ",1750,$554 ,29
10/27/2016,FREMONT,"$962,000 ",1523,$632 ,48
4/20/2016,FREMONT,"$1,050,000 ",1513,$694 ,53
10/18/2016,FREMONT,"$930,000 ",1494,$622 ,46
12/5/2016,FREMONT,"$980,000 ",1451,$675 ,29
12/15/2016,FREMONT,"$1,003,000 ",1800,$557 ,53
3/31/2016,FREMONT,"$1,051,000 ",1498,$702 ,32
9/28/2016,FREMONT,"$925,000 ",1642,$563 ,36
9/28/2016,FREMONT,"$1,020,000 ",2067,$493 ,56
11/22/2016,FREMONT,"$950,000 ",1306,$727 ,45
9/19/2016,FREMONT,"$940,000 ",1375,$684 ,38
10/28/2016,FREMONT,"$950,000 ",1724,$551 ,56
5/17/2016,FREMONT,"$945,000 ",1988,$475 ,26
7/12/2016,FREMONT,"$967,000 ",2340,$413 ,43
10/19/2016,FREMONT,"$920,000 ",1785,$515 ,39
8/9/2016,FREMONT,"$970,000 ",1976,$491 ,61
8/19/2016,FREMONT,"$952,900 ",2422,$393 ,0
8/23/2016,FREMONT,"$960,000 ",2054,$467 ,18
4/18/2016,FREMONT,"$1,045,777 ",1763,$593 ,22
6/28/2016,FREMONT,"$1,011,400 ",1755,$576 ,28
4/15/2016,FREMONT,"$990,000 ",951,"$1,041 ",64
3/10/2016,FREMONT,"$980,000 ",1635,$599 ,55
5/4/2016,FREMONT,"$1,052,000 ",1763,$597 ,22
4/13/2016,FREMONT,"$1,030,000 ",1811,$569 ,48
4/26/2016,FREMONT,"$960,000 ",1645,$584 ,52
8/12/2016,FREMONT,"$1,018,000 ",1664,$612 ,46
3/28/2016,FREMONT,"$978,000 ",2000,$489 ,8
5/31/2016,FREMONT,"$1,020,000 ",1645,$620 ,51
7/18/2016,FREMONT,"$1,010,000 ",1830,$552 ,46
9/26/2016,FREMONT,"$1,075,000 ",2140,$502 ,39
8/25/2016,FREMONT,"$991,000 ",1755,$565 ,28
8/12/2016,FREMONT,"$970,000 ",1801,$539 ,49
7/12/2016,FREMONT,"$1,005,000 ",1740,$578 ,54
4/29/2016,FREMONT,"$990,000 ",1675,$591 ,56
6/30/2016,FREMONT,"$1,045,000 ",2086,$501 ,53
11/11/2016,FREMONT,"$960,000 ",1010,$950 ,47
11/22/2016,FREMONT,"$991,000 ",951,"$1,042 ",63
10/14/2016,FREMONT,"$967,000 ",2177,$444 ,37
7/14/2016,FREMONT,"$1,050,000 ",1688,$622 ,45
11/21/2016,FREMONT,"$975,000 ",1207,$808 ,47
6/30/2016,FREMONT,"$1,075,000 ",1986,$541 ,19
10/21/2016,FREMONT,"$966,000 ",1576,$613 ,49
10/16/2016,FREMONT,"$975,500 ",1612,$605 ,29
10/15/2016,FREMONT,"$975,500 ",2225,$438 ,0
2/29/2016,FREMONT,"$1,020,000 ",2066,$494 ,51
8/12/2016,FREMONT,"$1,011,000 ",1585,$638 ,58
7/22/2016,FREMONT,"$980,000 ",1860,$527 ,62
7/28/2016,FREMONT,"$1,042,000 ",1738,$600 ,57
12/15/2016,FREMONT,"$980,000 ",1594,$615 ,57
5/17/2016,FREMONT,"$949,000 ",2044,$464 ,56
9/7/2016,FREMONT,"$1,020,000 ",1670,$611 ,55
9/8/2016,FREMONT,"$1,000,000 ",1703,$587 ,49
6/28/2016,FREMONT,"$975,000 ",1762,$553 ,28
5/20/2016,FREMONT,"$1,080,000 ",1717,$629 ,34
8/17/2016,FREMONT,"$1,035,000 ",1707,$606 ,32
9/16/2016,FREMONT,"$1,070,000 ",1325,$808 ,55
7/19/2016,FREMONT,"$965,000 ",1368,$705 ,52
8/18/2016,FREMONT,"$1,032,000 ",1830,$564 ,45
5/16/2016,FREMONT,"$1,105,000 ",1817,$608 ,10
9/14/2016,FREMONT,"$1,070,001 ",1528,$700 ,46
8/22/2016,FREMONT,"$1,020,000 ",1298,$786 ,52
7/18/2016,FREMONT,"$991,000 ",1688,$587 ,46
8/5/2016,FREMONT,"$951,000 ",1939,$490 ,39
5/27/2016,FREMONT,"$1,100,000 ",1916,$574 ,51
2/26/2016,FREMONT,"$1,035,000 ",1642,$630 ,27
4/29/2016,FREMONT,"$1,210,000 ",1916,$632 ,51
7/22/2016,FREMONT,"$990,000 ",2646,$374 ,57
4/14/2016,FREMONT,"$1,060,000 ",1562,$679 ,27
9/2/2016,FREMONT,"$1,035,000 ",1804,$574 ,27
1/13/2016,FREMONT,"$920,000 ",2139,$430 ,51
6/24/2016,FREMONT,"$985,000 ",1843,$534 ,7
1/22/2016,FREMONT,"$970,000 ",1649,$588 ,54
7/15/2016,FREMONT,"$1,101,000 ",1791,$615 ,53
4/6/2016,FREMONT,"$1,060,000 ",1638,$647 ,60
9/23/2016,FREMONT,"$971,000 ",1614,$602 ,22
8/16/2016,FREMONT,"$1,110,000 ",1114,$996 ,62
12/14/2016,FREMONT,"$1,026,000 ",1598,$642 ,47
11/3/2016,FREMONT,"$1,070,000 ",2196,$487 ,17
5/12/2016,FREMONT,"$1,085,000 ",1885,$576 ,57
3/11/2016,FREMONT,"$1,088,000 ",1050,"$1,036 ",62
11/18/2016,FREMONT,"$1,038,000 ",1656,$627 ,52
8/10/2016,FREMONT,"$1,038,000 ",,,61
5/10/2016,FREMONT,"$1,110,000 ",1597,$695 ,24
4/22/2016,FREMONT,"$1,052,048 ",1804,$583 ,27
6/8/2016,FREMONT,"$1,005,000 ",1370,$734 ,61
4/19/2016,FREMONT,"$1,045,000 ",1688,$619 ,46
8/11/2016,FREMONT,"$1,109,000 ",1997,$555 ,44
5/27/2016,FREMONT,"$1,100,000 ",1234,$891 ,54
3/17/2016,FREMONT,"$1,030,000 ",1839,$560 ,28
8/19/2016,FREMONT,"$955,000 ",1765,$541 ,27
1/21/2016,FREMONT,"$1,038,000 ",1166,$890 ,56
8/7/2016,FREMONT,"$1,115,000 ",1700,$656 ,0
5/6/2016,FREMONT,"$1,040,000 ",1839,$566 ,29
9/27/2016,FREMONT,"$950,000 ",1762,$539 ,40
12/9/2016,FREMONT,"$1,075,000 ",1839,$585 ,28
7/1/2016,FREMONT,"$1,150,000 ",2621,$439 ,64
10/25/2016,FREMONT,"$1,045,000 ",1840,$568 ,51
4/7/2016,FREMONT,"$1,100,000 ",2332,$472 ,21
4/7/2016,FREMONT,"$1,010,500 ",1302,$776 ,45
8/16/2016,FREMONT,"$995,000 ",1542,$645 ,38
2/23/2016,FREMONT,"$1,010,000 ",2246,$450 ,61
7/19/2016,FREMONT,"$1,100,000 ",1157,$951 ,60
3/29/2016,FREMONT,"$1,120,000 ",1705,$657 ,29
5/23/2016,FREMONT,"$1,106,128 ",1579,$701 ,45
2/23/2016,FREMONT,"$1,125,000 ",2356,$478 ,23
10/18/2016,FREMONT,"$999,888 ",1717,$582 ,28
4/26/2016,FREMONT,"$1,100,000 ",1231,$894 ,37
8/19/2016,FREMONT,"$1,025,000 ",2200,$466 ,56
6/28/2016,FREMONT,"$1,053,000 ",1893,$556 ,46
10/21/2016,FREMONT,"$1,005,000 ",2142,$469 ,53
10/12/2016,FREMONT,"$1,015,000 ",1998,$508 ,56
7/20/2016,FREMONT,"$1,000,000 ",1642,$609 ,27
4/25/2016,FREMONT,"$1,025,000 ",1811,$566 ,49
4/15/2016,FREMONT,"$1,015,000 ",1637,$620 ,29
6/30/2016,FREMONT,"$1,035,000 ",2031,$510 ,40
10/4/2016,FREMONT,"$1,060,000 ",1462,$725 ,54
10/25/2016,FREMONT,"$1,113,000 ",1278,$871 ,55
7/18/2016,FREMONT,"$1,051,000 ",1856,$566 ,57
9/16/2016,FREMONT,"$1,060,000 ",2027,$523 ,58
1/8/2016,FREMONT,"$1,055,000 ",1542,$684 ,38
7/25/2016,FREMONT,"$1,110,000 ",1631,$681 ,53
3/24/2016,FREMONT,"$1,045,000 ",1774,$589 ,28
7/22/2016,FREMONT,"$975,000 ",1008,$967 ,63
5/6/2016,FREMONT,"$1,010,000 ",1644,$614 ,29
12/15/2016,FREMONT,"$1,133,000 ",2146,$528 ,43
1/15/2016,FREMONT,"$960,000 ",1700,$565 ,38
6/28/2016,FREMONT,"$1,058,000 ",1626,$651 ,26
10/21/2016,FREMONT,"$1,020,000 ",1714,$595 ,46
11/18/2016,FREMONT,"$988,888 ",2225,$444 ,0
8/19/2016,FREMONT,"$1,030,000 ",1785,$577 ,7
11/14/2016,FREMONT,"$980,000 ",,,45
10/4/2016,FREMONT,"$1,015,000 ",1624,$625 ,0
10/28/2016,FREMONT,"$1,045,000 ",1462,$715 ,54
8/30/2016,FREMONT,"$1,040,000 ",1772,$587 ,6
2/17/2016,FREMONT,"$1,119,000 ",1857,$603 ,26
8/31/2016,FREMONT,"$1,108,000 ",1206,$919 ,40
6/29/2016,FREMONT,"$1,095,000 ",1231,$890 ,38
7/12/2016,FREMONT,"$1,050,000 ",1669,$629 ,49
9/26/2016,FREMONT,"$1,045,000 ",1956,$534 ,44
4/29/2016,FREMONT,"$1,100,000 ",1801,$611 ,58
7/20/2016,FREMONT,"$1,000,000 ",1595,$627 ,36
6/9/2016,FREMONT,"$1,015,000 ",1456,$697 ,57
5/26/2016,FREMONT,"$1,074,704 ",1867,$576 ,1
10/18/2016,FREMONT,"$1,040,000 ",1774,$586 ,28
4/29/2016,FREMONT,"$1,022,000 ",2042,$500 ,55
10/18/2016,FREMONT,"$1,063,000 ",1593,$667 ,25
4/19/2016,FREMONT,"$1,128,000 ",1660,$680 ,54
9/27/2016,FREMONT,"$1,045,000 ",1647,$634 ,52
3/3/2016,FREMONT,"$1,150,000 ",2177,$528 ,42
6/14/2016,FREMONT,"$1,135,000 ",1780,$638 ,62
10/4/2016,FREMONT,"$1,050,101 ",1785,$588 ,49
5/16/2016,FREMONT,"$1,030,000 ",1686,$611 ,26
7/15/2016,FREMONT,"$1,042,000 ",1688,$617 ,46
11/21/2016,FREMONT,"$1,030,000 ",2293,$449 ,47
8/31/2016,FREMONT,"$1,000,000 ",2067,$484 ,58
9/26/2016,FREMONT,"$1,050,000 ",2240,$469 ,22
5/16/2016,FREMONT,"$1,100,000 ",1929,$570 ,25
3/18/2016,FREMONT,"$1,075,000 ",,,25
11/18/2016,FREMONT,"$1,030,000 ",2206,$467 ,32
7/15/2016,FREMONT,"$1,050,000 ",1774,$592 ,28
6/7/2016,FREMONT,"$1,118,000 ",2339,$478 ,8
3/10/2016,FREMONT,"$1,050,000 ",1704,$616 ,37
9/6/2016,FREMONT,"$1,080,000 ",1769,$611 ,26
9/26/2016,FREMONT,"$1,050,000 ",3217,$326 ,54
6/28/2016,FREMONT,"$1,126,000 ",1783,$632 ,25
9/28/2016,FREMONT,"$1,050,000 ",1643,$639 ,21
9/7/2016,FREMONT,"$1,110,000 ",2307,$481 ,37
8/23/2016,FREMONT,"$1,128,000 ",1148,$983 ,60
9/16/2016,FREMONT,"$1,064,000 ",1700,$626 ,62
11/19/2016,FREMONT,"$1,075,000 ",1296,$829 ,38
11/15/2016,FREMONT,"$1,080,100 ",1462,$739 ,54
12/20/2016,FREMONT,"$1,128,888 ",2083,$542 ,23
10/28/2016,FREMONT,"$1,035,000 ",2003,$517 ,8
8/4/2016,FREMONT,"$1,092,500 ",2075,$527 ,27
8/1/2016,FREMONT,"$1,030,000 ",2032,$507 ,57
11/14/2016,FREMONT,"$1,060,000 ",1965,$539 ,8
7/12/2016,FREMONT,"$1,090,000 ",2502,$436 ,44
9/23/2016,FREMONT,"$1,110,000 ",1148,$967 ,61
9/15/2016,FREMONT,"$1,075,000 ",1579,$681 ,22
5/2/2016,FREMONT,"$1,025,000 ",2045,$501 ,7
9/28/2016,FREMONT,"$1,075,000 ",2321,$463 ,38
11/22/2016,FREMONT,"$1,035,000 ",2163,$479 ,25
9/13/2016,FREMONT,"$1,078,000 ",1646,$655 ,24
10/31/2016,FREMONT,"$1,072,000 ",2009,$534 ,7
7/6/2016,FREMONT,"$1,030,000 ",2158,$477 ,53
4/1/2016,FREMONT,"$1,120,000 ",1428,$784 ,29
11/18/2016,FREMONT,"$1,080,000 ",1495,$722 ,56
12/12/2016,FREMONT,"$1,082,000 ",1714,$631 ,42
9/30/2016,FREMONT,"$1,065,000 ",1455,$732 ,52
10/11/2016,FREMONT,"$1,170,513 ",2154,$543 ,0
10/4/2016,FREMONT,"$1,175,000 ",2118,$555 ,47
7/29/2016,FREMONT,"$1,085,000 ",1544,$703 ,47
7/28/2016,FREMONT,"$1,138,000 ",2075,$548 ,17
8/16/2016,FREMONT,"$1,088,000 ",2502,$435 ,59
4/22/2016,FREMONT,"$1,078,000 ",1664,$648 ,30
5/3/2016,FREMONT,"$1,050,880 ",2151,$489 ,58
10/17/2016,FREMONT,"$1,078,000 ",2196,$491 ,50
8/29/2016,FREMONT,"$1,088,000 ",2142,$508 ,55
5/27/2016,FREMONT,"$1,208,000 ",2034,$594 ,51
12/22/2016,FREMONT,"$1,100,000 ",2339,$470 ,1
5/20/2016,FREMONT,"$1,086,435 ",2100,$517 ,1
9/29/2016,FREMONT,"$1,050,000 ",2670,$393 ,21
10/27/2016,FREMONT,"$1,091,000 ",1845,$591 ,48
12/27/2016,FREMONT,"$1,030,500 ",2100,$491 ,55
9/15/2016,FREMONT,"$1,082,000 ",2340,$462 ,43
10/14/2016,FREMONT,"$1,180,000 ",,,6
5/10/2016,FREMONT,"$1,162,500 ",1890,$615 ,29
9/15/2016,FREMONT,"$1,100,000 ",1497,$735 ,54
9/12/2016,FREMONT,"$1,100,000 ",2660,$414 ,36
5/10/2016,FREMONT,"$1,160,000 ",1905,$609 ,17
6/7/2016,FREMONT,"$1,175,000 ",2602,$452 ,66
11/28/2016,FREMONT,"$1,150,000 ",1992,$577 ,27
8/26/2016,FREMONT,"$1,010,000 ",1720,$587 ,61
6/9/2016,FREMONT,"$1,145,000 ",2013,$569 ,8
8/11/2016,FREMONT,"$1,170,000 ",2177,$537 ,42
3/11/2016,FREMONT,"$1,225,000 ",2380,$515 ,16
6/1/2016,FREMONT,"$1,075,000 ",1296,$829 ,37
10/31/2016,FREMONT,"$1,089,000 ",2422,$450 ,1
6/3/2016,FREMONT,"$1,068,000 ",1871,$571 ,37
5/17/2016,FREMONT,"$1,124,000 ",2222,$506 ,17
6/29/2016,FREMONT,"$1,120,000 ",1633,$686 ,29
10/4/2016,FREMONT,"$1,089,900 ",1867,$584 ,0
11/21/2016,FREMONT,"$1,105,000 ",1516,$729 ,44
6/30/2016,FREMONT,"$1,090,000 ",1967,$554 ,27
9/16/2016,FREMONT,"$1,120,000 ",1812,$618 ,27
11/3/2016,FREMONT,"$1,118,000 ",2206,$507 ,31
9/22/2016,FREMONT,"$1,122,000 ",1542,$728 ,38
9/28/2016,FREMONT,"$1,100,000 ",2094,$525 ,146
3/15/2016,FREMONT,"$1,212,000 ",2304,$526 ,56
8/26/2016,FREMONT,"$1,045,000 ",1559,$670 ,61
4/29/2016,FREMONT,"$1,081,000 ",2157,$501 ,20
11/16/2016,FREMONT,"$1,110,000 ",1389,$799 ,44
